precio_producto,costo_envio,categoria_producto,peso_producto,fotos_producto,ciudad_vendedor,estado_vendedor,estado_cliente,puntuacion_satisfaccion,comentario,dias_entrega,diferencia_estimado_real,mes_compra,anio_compra,dia_semana_compra,hora_compra,estado_orden
1450.0,120.79,ferramentas_jardim,12300.0,2.0,caxias do sul,RS,RJ,4,Não vi o produto pois estou viajando ! Mas surpreendeu quanto a prazo ! ,11.404652777593583,29.156423611100763,7,2018,5,10,delivered
18.99,14.52,beleza_saude,150.0,3.0,sao paulo,SP,MG,5,,14.73086805595085,10.386967592407018,4,2017,5,21,delivered
79.9,9.37,brinquedos,950.0,2.0,mogi das cruzes,SP,SP,3,,4.375925926025957,13.2658680556342,2,2018,4,8,delivered
98.0,53.04,automotivo,850.0,1.0,viana,ES,GO,5,,14.37347222212702,7.180821759160608,8,2018,2,10,delivered
189.9,18.61,telefonia,450.0,1.0,lauro de freitas,BA,RJ,4,Produto ok,14.159560185391456,6.1183912036940455,11,2017,1,17,delivered
189.9,18.61,telefonia,450.0,1.0,lauro de freitas,BA,RJ,4,Produto ok,14.159560185391456,6.1183912036940455,11,2017,1,17,delivered
112.0,13.12,esporte_lazer,575.0,1.0,ribeirao preto,SP,SP,5,Loja confiável !,7.222002314869314,12.389652777928859,11,2017,2,9,delivered
229.99,59.52,moveis_escritorio,24700.0,2.0,itaquaquecetuba,SP,SP,1,"o produto veio faltando diversas peças para montar o produto que trata,se de uma gaveteiro. Aliás, não tinha nenhuma informação de que o produto viria desmontado. Quero fazer a devolução imediatamente",26.883738426025957,27.232743055559695,1,2018,3,21,delivered
28.0,19.04,esporte_lazer,300.0,1.0,diadema,SP,PA,5,"Rapidez na entrega , é um produto de ótima qualidade! ",24.93856481462717,11.206018518656492,4,2018,6,20,delivered
22.99,7.39,telefonia,100.0,1.0,sao paulo,SP,SP,5,,4.147939814720303,15.3009027778171,5,2018,4,13,delivered
56.1,19.36,cama_mesa_banho,950.0,2.0,ibitinga,SP,RJ,5,,8.25613425951451,11.242453703656793,5,2018,3,12,delivered
56.1,19.36,cama_mesa_banho,950.0,2.0,ibitinga,SP,RJ,5,,8.25613425951451,11.242453703656793,5,2018,3,12,delivered
79.0,17.8,beleza_saude,1850.0,1.0,brasilia,DF,MG,4,,10.245231481269002,14.308263889048249,9,2017,5,10,delivered
159.99,15.88,brinquedos,800.0,2.0,rio de janeiro,RJ,SP,5,,11.19747685175389,7.942893518600613,11,2017,4,20,delivered
10.99,14.52,papelaria,400.0,1.0,sao paulo,SP,MG,5,,9.396446759346873,16.309155092574656,3,2017,3,7,delivered
26.19,18.28,eletrodomesticos,15225.0,2.0,praia grande,SP,ES,3,,15.363090277649462,3.3216898147948086,7,2018,3,7,delivered
149.9,30.85,eletronicos,6050.0,3.0,osasco,SP,DF,5,"Adorei o produto, chegou antes do prazo. ",7.741909722331911,13.338344907388091,8,2018,3,22,delivered
119.9,18.27,,500.0,,brasilia,DF,BA,4,Muito bom,23.138101852033287,3.494432870298624,4,2017,6,8,delivered
49.9,22.28,perfumaria,350.0,1.0,navegantes,SC,MG,5,,5.252951388712972,23.12207175930962,7,2018,4,14,delivered
99.0,38.53,ferramentas_jardim,8325.0,1.0,cariacica,ES,MG,5,A entrega foi muito rápida.,7.648715277668089,14.387349537108094,6,2017,2,23,delivered
89.9,2.04,informatica_acessorios,207.0,1.0,maringa,PR,SP,4,,10.285474536940455,12.134166666772217,1,2018,2,13,delivered
84.9,23.44,informatica_acessorios,321.0,1.0,maringa,PR,SP,4,,10.285474536940455,12.134166666772217,1,2018,2,13,delivered
65.7,7.78,ferramentas_jardim,200.0,7.0,sao paulo,SP,SP,5,,1.710902777966112,11.407719907350838,7,2017,3,21,delivered
83.99,11.21,dvds_blu_ray,2150.0,4.0,sao paulo,SP,SP,4,,6.853611111175269,1.375972222071141,5,2018,3,18,delivered
94.9,16.91,utilidades_domesticas,2200.0,3.0,sao paulo,SP,MG,4,"Caixa veio amassada dificuldade paarmazenamento pós i
Uso. ",12.935844907071441,11.295995370484889,6,2017,4,18,delivered
779.0,14.27,relogios_presentes,660.0,1.0,barueri,SP,SP,5,,2.4867129628546536,9.685196759179235,5,2017,2,19,delivered
149.9,27.59,informatica_acessorios,533.0,1.0,recife,PE,MG,4,,9.144641203805804,25.181354166474193,2,2018,3,16,delivered
74.99,18.4,esporte_lazer,400.0,1.0,sao paulo,SP,DF,5,eu gosto de comprar os produtos de vcs. ,13.231331018730998,12.159004629589617,4,2018,5,14,delivered
139.9,18.11,cama_mesa_banho,2900.0,1.0,ibitinga,SP,SP,5,eu recomendo produto muito bom recebi antes do prazo ,3.7201041663065553,5.5057986113242805,7,2018,1,18,delivered
39.9,11.15,automotivo,1000.0,2.0,sao paulo,SP,SP,5,,5.10314814792946,12.370439814869314,5,2018,5,12,delivered
249.99,35.55,informatica_acessorios,1000.0,1.0,monte alto,SP,AL,1,ao começar a usar o produto o mesmo apresentou defeito.,27.826307870447636,5.518831018358469,2,2018,4,15,delivered
14.99,7.78,automotivo,200.0,2.0,sao paulo,SP,SP,4,,7.43850694457069,6.095023148227483,11,2017,5,11,delivered
25.0,7.39,utilidades_domesticas,200.0,3.0,sao paulo,SP,SP,1,"Saca rolhas de plástico, EXTREMAMENTE FRACO, que não seria capaz de abrir nem uma mamadeira, quanto mais uma garrafa de vinho. Quebrou no 1° uso! DINHEIRO TOTALMENTE JOGADO FORA! PÉSSIMO! Loja targaryen.",5.003206018358469,6.161400462966412,4,2018,5,20,delivered
220.0,19.42,beleza_saude,250.0,2.0,teresopolis,RJ,MG,5,,6.50451388861984,18.12591435201466,4,2018,5,8,delivered
50.0,8.27,telefonia,125.0,2.0,jacarei,SP,SP,5,,5.528252314776182,16.459756944328547,2,2018,0,0,delivered
29.99,22.93,telefonia,150.0,2.0,campinas,SP,MA,5,,10.947881944477558,7.118912036996335,7,2018,5,22,delivered
59.33,14.51,moveis_decoracao,1000.0,8.0,ibitinga,SP,SP,5,"Fiquei satisfeita com a entrega bem antes do prazo, agora o produto (tecido) não surpreendeu, deixou a desejar, mas, não é de todo ruim. Descartável, mas, por hora aproveitável.",8.279826389160007,15.95221064798534,4,2018,4,18,delivered
59.9,9.34,utilidades_domesticas,1100.0,1.0,jaguariuna,SP,SP,5,,6.939907407388091,10.22790509276092,2,2018,4,19,delivered
249.5,13.25,automotivo,200.0,3.0,bebedouro,SP,SP,5,"Empresa muito boa, superou minhas expectativas, valeu apena acreditar.se todas fossem assim, estaríamos numa boa.",7.383414351847023,32.9431712962687,1,2018,5,16,delivered
39.9,16.6,cama_mesa_banho,1400.0,1.0,sao paulo,SP,RJ,5,Adorei a qualidade e o acabamento.,13.99270833330229,7.243865740951151,1,2018,2,18,delivered
22.0,12.81,eletronicos,150.0,1.0,ribeirao pires,SP,SP,5,,9.239525462966412,-3.0499768517911434,8,2018,3,19,delivered
139.99,17.42,moveis_escritorio,10500.0,1.0,itaquaquecetuba,SP,BA,4,,24.138252314645797,6.959305555559695,10,2017,1,21,delivered
99.99,23.69,ferramentas_jardim,5950.0,1.0,ilicinea,MG,MG,4,,4.966238425578922,14.571562500204891,7,2018,3,11,delivered
89.99,18.2,brinquedos,850.0,2.0,joinville,SC,RJ,2,,8.768194444477558,14.366527777630836,5,2017,1,20,delivered
79.5,20.05,moveis_decoracao,2850.0,7.0,santo andre,SP,RS,5,,10.903043981641531,15.557199073955417,6,2017,5,12,delivered
76.9,15.65,informatica_acessorios,2550.0,3.0,sao paulo,SP,SP,5,,8.488506944384426,18.490960648283362,2,2017,5,0,delivered
422.0,22.92,cama_mesa_banho,12850.0,1.0,ibitinga,SP,SP,5,"Entrega antes do prazo ,tudo ok",12.259467592462897,7.0435995371080935,11,2017,3,16,delivered
64.99,11.95,informatica_acessorios,450.0,2.0,sao paulo,SP,SP,5,,4.14623842574656,12.137615740764886,10,2017,1,17,delivered
33.49,7.78,beleza_saude,600.0,1.0,sao paulo,SP,SP,5,,2.2890625,16.262731481343508,10,2017,3,10,delivered
190.0,9.07,esporte_lazer,4850.0,1.0,praia grande,SP,SP,5,,3.988541666418314,9.330578703898937,2,2018,1,16,delivered
190.0,9.07,esporte_lazer,4850.0,1.0,praia grande,SP,SP,5,,3.988541666418314,9.330578703898937,2,2018,1,16,delivered
45.9,11.85,esporte_lazer,150.0,1.0,sao paulo,SP,SP,4,,11.2540277778171,8.000925926025957,11,2017,5,17,delivered
113.9,21.29,beleza_saude,2245.0,1.0,ipatinga,MG,RJ,1,"Comprei com entrega prevista para ate 29/12 e não recebi, fui a uma loja americana e foi informado q o produto saiu de BH dia 11 e chegou no RJ dia 17.. até dia 30 não havia recebido nenhum e-mail .e ",31.48575231479481,-7.999363426119089,12,2017,2,12,delivered
58.0,25.25,esporte_lazer,1550.0,3.0,canoinhas,SC,SP,1,,41.14456018526107,-10.855752314906567,1,2018,2,17,delivered
32.64,7.78,pet_shop,1500.0,1.0,campinas,SP,SP,5,,7.124953703954816,9.326157407369465,7,2017,5,13,delivered
169.9,19.29,relogios_presentes,350.0,2.0,sumare,SP,MG,3,,8.978599537163973,4.3111574072390795,8,2018,3,17,delivered
29.99,17.6,moveis_cozinha_area_de_servico_jantar_e_jardim,1000.0,1.0,toledo,PR,SP,3,,3.716504629701376,17.534594907425344,5,2017,1,17,delivered
66.99,9.16,beleza_saude,350.0,1.0,sao luis,MA,MA,5,,4.295219907537103,12.08853009250015,8,2018,0,14,delivered
78.9,22.15,moveis_escritorio,9350.0,1.0,itaquaquecetuba,SP,SP,3,Ok,34.05005787033588,-3.700567129533738,3,2018,2,15,delivered
330.0,20.41,beleza_saude,400.0,6.0,sao bernardo do campo,SP,RJ,3,,7.964560185093433,19.301562500186265,8,2018,4,17,delivered
39.9,15.1,informatica_acessorios,200.0,2.0,belo horizonte,MG,SP,5,,13.25143518531695,9.20355324074626,8,2017,2,13,delivered
109.9,23.35,cama_mesa_banho,1300.0,2.0,ibitinga,SP,MG,4,Ótimo produto!,17.39403935195878,4.06173611106351,3,2018,2,13,delivered
108.0,18.33,perfumaria,744.0,1.0,sinop,MT,DF,4,Recebi os produtos,17.257847222033888,9.266736111138016,11,2017,5,11,delivered
22.9,11.85,cama_mesa_banho,400.0,1.0,ibitinga,SP,SP,4,PRODUTO BOM,14.749745370354503,17.33090277761221,6,2017,0,22,delivered
22.9,11.85,cama_mesa_banho,400.0,1.0,ibitinga,SP,SP,4,PRODUTO BOM,14.749745370354503,17.33090277761221,6,2017,0,22,delivered
78.9,9.3,beleza_saude,750.0,1.0,guarulhos,SP,SP,5,,5.156493055168539,2.08435185207054,8,2018,0,18,delivered
289.9,10.32,perfumaria,368.0,2.0,petropolis,RJ,RJ,5,,4.963703703600913,5.199791666585952,5,2018,4,20,delivered
35.0,9.0,moveis_decoracao,950.0,1.0,sao paulo,SP,SP,5,"Amei minha luminária, mas na foto parece um pouco menor.",6.381261574104428,0.005879629403352737,8,2018,3,14,delivered
109.99,17.51,esporte_lazer,3775.0,7.0,santa barbara d'oeste,SP,MG,5,,7.264166666660458,13.320937499869615,3,2017,3,9,delivered
16.99,7.78,fashion_bolsas_e_acessorios,50.0,5.0,sao paulo,SP,SP,5,Ótima ,7.681921296287328,5.411678240634501,11,2017,5,21,delivered
59.9,25.26,papelaria,3000.0,1.0,uberlandia,MG,RJ,5,,9.940092592965811,18.243078703526407,7,2017,1,19,delivered
126.0,18.13,ferramentas_jardim,1800.0,1.0,lages,SC,SP,5,,9.738634258974344,14.62240740749985,5,2017,6,15,delivered
7.45,14.1,beleza_saude,1200.0,2.0,sao paulo,SP,RS,1,"comprei 5 kg de bicarbonato, mas foram entregues somente 3 pacotes de 1kg.",13.445567129645497,14.080555555410683,10,2017,4,11,delivered
7.45,14.1,beleza_saude,1200.0,2.0,sao paulo,SP,RS,1,"comprei 5 kg de bicarbonato, mas foram entregues somente 3 pacotes de 1kg.",13.445567129645497,14.080555555410683,10,2017,4,11,delivered
7.45,14.1,beleza_saude,1200.0,2.0,sao paulo,SP,RS,1,"comprei 5 kg de bicarbonato, mas foram entregues somente 3 pacotes de 1kg.",13.445567129645497,14.080555555410683,10,2017,4,11,delivered
7.45,14.1,beleza_saude,1200.0,2.0,sao paulo,SP,RS,1,"comprei 5 kg de bicarbonato, mas foram entregues somente 3 pacotes de 1kg.",13.445567129645497,14.080555555410683,10,2017,4,11,delivered
7.45,14.1,beleza_saude,1200.0,2.0,sao paulo,SP,RS,1,"comprei 5 kg de bicarbonato, mas foram entregues somente 3 pacotes de 1kg.",13.445567129645497,14.080555555410683,10,2017,4,11,delivered
289.0,46.48,malas_acessorios,2965.0,1.0,serra negra,SP,MG,5,,6.7789351851679385,33.369432870298624,1,2018,5,20,delivered
29.9,7.71,construcao_ferramentas_construcao,350.0,2.0,campinas,SP,SP,4,,2.0064351852051914,9.205173611175269,4,2018,0,18,delivered
29.9,7.71,construcao_ferramentas_construcao,350.0,2.0,campinas,SP,SP,4,,2.0064351852051914,9.205173611175269,4,2018,0,18,delivered
104.6,15.8,malas_acessorios,1900.0,1.0,borda da mata,MG,MG,5,,6.0813888888806105,6.20321759255603,8,2018,2,17,delivered
336.0,53.07,beleza_saude,250.0,1.0,franca,SP,AL,4,,11.592546296305954,24.36206018505618,6,2018,4,1,delivered
159.75,23.05,construcao_ferramentas_construcao,2200.0,1.0,rio verde,GO,MG,5,,17.947152778040618,5.42935185180977,7,2018,6,14,delivered
159.75,23.05,construcao_ferramentas_construcao,2200.0,1.0,rio verde,GO,MG,5,,17.947152778040618,5.42935185180977,7,2018,6,14,delivered
39.9,15.79,,200.0,,belo horizonte,MG,GO,2,Bom . Mais meu último pedido veio errado !,17.26489583356306,6.25234953686595,9,2017,6,11,delivered
46.9,19.84,utilidades_domesticas,2150.0,1.0,sao paulo,SP,RJ,5,,15.495277777779847,6.208506944589317,8,2017,4,7,delivered
375.0,28.95,cama_mesa_banho,7700.0,1.0,foz do iguacu,PR,SP,4,,15.77075231494382,5.410393518395722,11,2017,3,19,delivered
29.99,11.85,telefonia,150.0,2.0,campinas,SP,MG,5,Veio no prazo Bom produto,12.820393518544734,9.192083333153278,2,2018,2,23,delivered
164.0,14.51,esporte_lazer,700.0,1.0,ribeirao preto,SP,SP,1,,13.77060185186565,11.194942129775882,4,2018,6,0,delivered
89.9,16.35,automotivo,5100.0,2.0,atibaia,SP,SP,5,,6.745937500149012,12.385601851623505,12,2017,5,20,delivered
39.9,16.6,utilidades_domesticas,6300.0,1.0,sao paulo,SP,RS,4,,18.845972222276032,11.172314814757556,2,2018,5,23,delivered
53.99,16.14,cama_mesa_banho,650.0,1.0,ibitinga,SP,RJ,3,"produto razoável. preço baixo , mas vai atender .",25.469722222536802,5.101423610933125,2,2018,6,10,delivered
187.0,12.81,relogios_presentes,4338.0,2.0,guariba,SP,SP,5,,4.942650462966412,14.18414351856336,7,2017,5,20,delivered
19.99,7.78,papelaria,150.0,3.0,sao paulo,SP,SP,5,,5.217037037014961,14.201608796138316,12,2017,4,13,delivered
89.9,7.9,cama_mesa_banho,1225.0,8.0,sao paulo,SP,SP,1,Foi entregue até o momento a manta. Ainda não recebi o tapete.,5.113958333618939,19.151203703600913,1,2018,6,17,delivered
52.64,15.79,cama_mesa_banho,350.0,2.0,ibitinga,SP,SP,1,Foi entregue até o momento a manta. Ainda não recebi o tapete.,5.113958333618939,19.151203703600913,1,2018,6,17,delivered
69.9,16.74,utilidades_domesticas,1450.0,3.0,rio de janeiro,RJ,DF,5,Hh,13.367453703656793,14.13223379617557,6,2017,2,12,delivered
69.9,16.74,utilidades_domesticas,1450.0,3.0,rio de janeiro,RJ,DF,5,Hh,13.367453703656793,14.13223379617557,6,2017,2,12,delivered
49.9,17.09,moveis_decoracao,1400.0,1.0,tres coracoes,MG,RJ,3,"Houve pequeno mal entendimento devido a cortina ser anunciada como 2,80 X 1,80 e na realidade são duas de 1,40 X 1,80... no mais, tudo ok... ",13.110856481827796,29.438391203526407,1,2017,2,10,delivered
18.9,18.63,moveis_decoracao,150.0,1.0,limeira,SP,RJ,5,,4.979131944477558,34.32657407410443,6,2018,6,16,delivered
30.0,14.9,cama_mesa_banho,650.0,2.0,sao paulo,SP,RJ,5,,4.979131944477558,34.32657407410443,6,2018,6,16,delivered
39.9,7.78,esporte_lazer,150.0,3.0,sao paulo,SP,SP,5,,8.0433333334513,4.533726851921529,7,2017,5,10,delivered
119.99,15.59,eletrodomesticos_2,2750.0,2.0,osasco,SP,SP,4,,2.1419675922952592,9.15432870388031,10,2017,0,16,delivered
19.9,8.27,alimentos,300.0,1.0,santos,SP,SP,4,,2.6781597221270204,9.20993055542931,8,2017,0,2,delivered
192.99,56.63,moveis_escritorio,17050.0,2.0,itaquaquecetuba,SP,DF,1,,49.45603009266779,-7.012928240932524,1,2018,4,13,delivered
19.99,34.15,beleza_saude,100.0,1.0,santo andre,SP,MA,5,"recebi o produto , chegou td certo e antes do prazo , em breve faremos negocio ,,,,,,",13.688912036828697,23.328379629645497,8,2017,2,23,delivered
19.99,34.15,beleza_saude,100.0,1.0,santo andre,SP,MA,5,"recebi o produto , chegou td certo e antes do prazo , em breve faremos negocio ,,,,,,",13.688912036828697,23.328379629645497,8,2017,2,23,delivered
34.9,22.93,utilidades_domesticas,3700.0,1.0,limeira,SP,RS,5,tudo ok,13.235578703694046,34.379837962798774,5,2018,2,9,delivered
101.4,57.19,automotivo,5400.0,1.0,alfenas,MG,RJ,5,,8.092418981250376,19.491493055596948,6,2018,5,9,delivered
25.9,16.79,eletronicos,100.0,1.0,maringa,PR,RJ,5,,13.852708333637565,14.287789351772517,2,2018,2,20,delivered
129.99,18.16,cool_stuff,1600.0,1.0,sao paulo,SP,RJ,5,Entregaram o produto rápido e sem nenhum defeito.,9.86172453686595,13.453634259290993,7,2017,6,16,delivered
75.0,13.08,moveis_decoracao,2600.0,6.0,sao paulo,SP,SP,4,,18.486307870596647,2.557546296156943,12,2017,1,22,delivered
75.0,13.08,moveis_decoracao,2600.0,6.0,sao paulo,SP,SP,4,,18.486307870596647,2.557546296156943,12,2017,1,22,delivered
146.99,35.19,moveis_escritorio,15475.0,1.0,itaquaquecetuba,SP,SP,4,"Deixou a desejar que a escrivaninha não veio c/ parafusos p/ colocar a tampa, tem apenas p/ os cavaletes.O fabricante tem q enviar todos os itens que o produto precisa para ser utilizado corretamente.",8.793877314776182,9.355601851828396,10,2017,3,20,delivered
59.9,23.22,brinquedos,1200.0,2.0,tatui,SP,PR,5,,11.152476851828396,13.296736110933125,7,2018,6,13,delivered
24.99,21.15,telefonia,225.0,6.0,sao paulo,SP,SE,5,,8.263969907537103,14.272870370186865,11,2017,1,11,delivered
23.8,12.48,esporte_lazer,260.0,1.0,belo horizonte,MG,MG,3,"o produto atende a necessidade, porém a conservação ddeixa a desejar.",10.324259259272367,8.223865740932524,9,2017,5,10,delivered
65.0,7.97,relogios_presentes,250.0,5.0,sao paulo,SP,SP,4,Estou satisfeito com os serviços prestados.,5.325578703545034,7.125324074178934,11,2017,5,13,delivered
129.0,7.97,relogios_presentes,200.0,5.0,sao paulo,SP,SP,4,Estou satisfeito com os serviços prestados.,5.325578703545034,7.125324074178934,11,2017,5,13,delivered
69.9,12.43,moveis_decoracao,2600.0,6.0,sao paulo,SP,SP,3,,5.399699073750526,2.16146990749985,5,2018,4,10,delivered
69.9,12.43,moveis_decoracao,2600.0,6.0,sao paulo,SP,SP,3,,5.399699073750526,2.16146990749985,5,2018,4,10,delivered
69.9,12.43,moveis_decoracao,2600.0,6.0,sao paulo,SP,SP,3,,5.399699073750526,2.16146990749985,5,2018,4,10,delivered
269.0,17.59,cool_stuff,11600.0,1.0,sao paulo,SP,SP,5,,3.8840509257279336,18.29256944451481,1,2018,0,19,delivered
37.0,15.36,livros_tecnicos,450.0,1.0,sao paulo,SP,MS,4,Ok,9.276608796324581,2.193078703712672,8,2018,5,12,delivered
19.9,20.52,eletronicos,100.0,1.0,maringa,PR,MG,3,,21.95120370388031,5.322881944477558,4,2018,2,17,delivered
51.45,22.94,eletrodomesticos,550.0,2.0,praia grande,SP,MG,3,"na foto do produto tinha um motor com cabo completo ,,,porem o que veio não era mesma marca e veio sem o plug de encaixe ....mas funcionou e veio o modelo certo....geladeira gelando muito
 ",10.493356481194496,11.132962963078171,4,2018,1,8,delivered
153.0,18.32,cama_mesa_banho,1850.0,1.0,ibitinga,SP,PR,5,,11.481516203843057,12.02962962957099,11,2017,0,11,delivered
529.99,18.46,beleza_saude,786.0,2.0,sao paulo,SP,RJ,5,,11.609178240410984,11.476006944663823,6,2017,0,21,delivered
59.99,15.18,utilidades_domesticas,550.0,3.0,indaiatuba,SP,MG,5,Ótimo produto. O produto chegou intacto. Recomendo esta loja.,35.94438657397404,0.2444907408207655,2,2018,1,19,delivered
99.9,19.89,pet_shop,850.0,2.0,patos de minas,MG,SP,5,"Adorei e os bichinhos também, super prático e higiênico.",6.208530092611909,17.02636574069038,7,2018,5,18,delivered
122.99,27.92,,400.0,,guarulhos,SP,RR,5,,28.52660879632458,13.07726851850748,3,2018,2,9,delivered
31.9,14.1,informatica_acessorios,250.0,2.0,belo horizonte,MG,SP,3,,21.892048611305654,8.348136574029922,2,2018,0,18,delivered
129.9,9.26,informatica_acessorios,750.0,1.0,sao paulo,SP,SP,5,,5.999699074309319,9.287118055392057,4,2018,2,17,delivered
65.0,16.42,beleza_saude,950.0,1.0,rio de janeiro,RJ,MG,5,Parabens nao tenho nada a reclamar !,8.999641203787178,19.19805555557832,5,2018,1,19,delivered
42.0,9.42,esporte_lazer,700.0,5.0,fazenda rio grande,PR,PR,4,,3.7547337962314487,0.23719907412305474,8,2018,1,0,delivered
42.0,9.42,esporte_lazer,700.0,5.0,fazenda rio grande,PR,PR,4,,3.7547337962314487,0.23719907412305474,8,2018,1,0,delivered
45.04,7.94,beleza_saude,150.0,1.0,sao goncalo,RJ,RJ,5,,3.1514930557459593,7.0748611111193895,11,2017,1,18,delivered
45.99,15.23,brinquedos,200.0,1.0,santana de parnaiba,SP,MG,3,"O produto foi entregue dentro do prazo, entretanto, não veio na embalagem original. Veio dentro de um saco plástico bem simples.",17.96890046307817,1.1052083331160247,3,2018,4,22,delivered
299.0,22.58,moveis_decoracao,3000.0,5.0,curitiba,PR,SP,4,O PRODUTO VEIO CERTO POREM O PRAZO DE ENTREGA FOI MUITO LONGO A MERCADORIA VEIO E VOLTOU POR MAL ENCAMINHAMENTO,15.153298611287028,7.269502314738929,7,2017,0,13,delivered
69.0,25.51,utilidades_domesticas,900.0,1.0,sao paulo,SP,SC,5,"Gostei de comprar com este vendedor, chegou no prazo emuito bem embalado, recomendo muito. ",29.543437500018626,0.4640393517911434,1,2018,2,23,delivered
69.0,25.51,utilidades_domesticas,900.0,1.0,sao paulo,SP,SC,5,"Gostei de comprar com este vendedor, chegou no prazo emuito bem embalado, recomendo muito. ",29.543437500018626,0.4640393517911434,1,2018,2,23,delivered
116.9,13.26,relogios_presentes,314.0,1.0,guariba,SP,SP,5,"o produto superou minha expectativa, chegou antes do prazo, veio sem nenhum defeito, recomendo muito. ",13.099305555224419,11.41876157419756,4,2018,6,11,delivered
49.99,19.54,cama_mesa_banho,800.0,2.0,ibitinga,SP,RJ,5,,8.238553240895271,3.153854166623205,8,2018,4,14,delivered
133.9,25.49,livros_interesse_geral,1200.0,1.0,mage,RJ,PI,5,Chegou bem antes do prazo. Super recomendo. Adorei. Muito bem embalado. ,10.189502315130085,18.284872685093433,5,2017,0,12,delivered
56.0,9.14,cama_mesa_banho,550.0,1.0,mogi das cruzes,SP,SP,3,"A capa ficou enorme no colchão de berço tamanho padrão, não gostei",2.2997916666790843,7.255532407201827,6,2018,1,10,delivered
59.9,18.3,fashion_bolsas_e_acessorios,100.0,1.0,sao paulo,SP,MG,5,,14.13989583356306,7.355266203638166,3,2018,1,12,delivered
139.9,16.08,beleza_saude,150.0,2.0,rio de janeiro,RJ,SP,5,,6.825891203712672,10.237129629589617,8,2018,4,22,delivered
169.9,15.94,relogios_presentes,584.0,3.0,guariba,SP,RJ,5,,8.997870370279998,14.100104166660458,9,2017,0,21,delivered
109.9,29.17,esporte_lazer,1136.0,1.0,curitiba,PR,ES,5,Sabor agradável.... Recomendo ,8.690648147836328,21.387766203843057,5,2017,1,22,delivered
66.9,17.04,moveis_decoracao,700.0,3.0,guarulhos,SP,BA,5,,25.18902777740732,1.0262384261004627,9,2017,5,18,delivered
1199.0,22.39,eletroportateis,3950.0,3.0,guarulhos,SP,SP,4,,5.008414351847023,6.2377893519587815,3,2018,5,18,delivered
10.9,15.1,moveis_decoracao,200.0,3.0,porto ferreira,SP,MG,2,"Boa noite. ... quando fiz o pedido era um kit com 3 , pedi 2 unidades do kit , recebi apenas 2 unidades. .. e não os kits. ",14.979560185223818,6.2478472222574055,6,2017,4,18,delivered
10.9,15.1,moveis_decoracao,200.0,3.0,porto ferreira,SP,MG,2,"Boa noite. ... quando fiz o pedido era um kit com 3 , pedi 2 unidades do kit , recebi apenas 2 unidades. .. e não os kits. ",14.979560185223818,6.2478472222574055,6,2017,4,18,delivered
169.99,19.09,cool_stuff,2425.0,1.0,sao paulo,SP,SP,5,,7.187824074178934,16.223854166455567,4,2018,5,14,delivered
85.9,29.0,cama_mesa_banho,6850.0,2.0,joinville,SC,MG,4,,13.43649305542931,15.107708333525807,8,2017,3,10,delivered
85.9,29.0,cama_mesa_banho,6850.0,2.0,joinville,SC,MG,5,,13.43649305542931,15.107708333525807,8,2017,3,10,delivered
59.9,12.76,utilidades_domesticas,1225.0,2.0,pilar do sul,SP,SP,4,"o produto veio correto, mais veio com defeito na tampa, preciso torca~lo",7.925497685093433,10.304317129775882,10,2017,4,18,delivered
35.0,11.85,cama_mesa_banho,350.0,1.0,ibitinga,SP,SP,5,"Ainda vou esperar meu bebê nascer para usar, mas o produto aparenta ter uma boa qualidade ",11.168472222518176,12.182106481399387,12,2017,1,15,delivered
259.9,18.53,cama_mesa_banho,3650.0,1.0,ibitinga,SP,SP,5,,9.991354166530073,7.133379629813135,9,2017,0,21,delivered
349.9,29.3,beleza_saude,900.0,1.0,curitiba,PR,AL,4,,26.667673611082137,6.663275463040918,8,2017,3,16,delivered
13.7,17.63,eletronicos,200.0,1.0,sao paulo,SP,CE,4,,24.13079861132428,-0.6832523150369525,11,2017,5,13,delivered
69.0,17.73,cama_mesa_banho,1300.0,1.0,ibitinga,SP,MG,5,,8.051342592574656,16.038680555764586,9,2017,1,21,delivered
99.0,8.85,brinquedos,887.0,1.0,mogi das cruzes,SP,SP,5,,2.6432523145340383,17.10214120382443,8,2018,2,6,delivered
78.9,17.8,utilidades_domesticas,7450.0,2.0,amparo,SP,RS,5,,17.065081018488854,11.172534722369164,11,2017,1,18,delivered
89.9,17.54,automotivo,2550.0,1.0,guaruja,SP,SP,3,,21.015636574011296,6.155729166697711,3,2018,3,19,delivered
175.99,16.23,cama_mesa_banho,4100.0,1.0,ibitinga,SP,SP,5,,5.650844907388091,13.60021990723908,3,2017,3,17,delivered
109.9,16.21,perfumaria,400.0,1.0,sao goncalo,RJ,SC,5,"Muito boa a compra, dentro do prazo.",10.385891203768551,12.174629629589617,11,2017,1,10,delivered
24.9,11.85,fashion_roupa_masculina,500.0,2.0,sao paulo,SP,SP,1,Comprei um produto e me mandaram outro de baixissima qualidade....,6.9474537037312984,13.18457175930962,8,2017,1,20,delivered
119.0,18.08,moveis_decoracao,1300.0,3.0,curitiba,PR,SP,5,,11.821631944272667,14.403125000186265,1,2018,2,18,delivered
89.9,13.65,cama_mesa_banho,1850.0,1.0,ibitinga,SP,SP,5,a cortina e linda so qui na descricao do produto estava marcada com varao e veio sem o varao ,13.82763888919726,11.380509259179235,2,2018,6,19,delivered
